gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,StreamingServices,TenureGroup,ContractRisk,PaymentType,InternetType,HighValueCustomer,EngagementLevel
Female,No,Yes,Yes,19,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,One year,Yes,Bank transfer (automatic),89.35,1686.85,Retained,88.78157894736842,Movies Only,1-2 Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,20,Yes,Yes,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25,Retained,93.9625,TV Only,1-2 Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,Secure,No Backup,Protected,Support Available,One year,Yes,Credit card (automatic),91.25,4013.8,Retained,93.34418604651164,No Streaming,2-4 Years,Medium Risk,Auto,High Speed,Yes,Low
Male,No,Yes,Yes,5,Yes,No,Fiber optic,Secure,No Backup,Protected,No Support,Month-to-month,Yes,Mailed check,90.35,434.5,Retained,86.9,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Bank transfer (automatic),105.55,7195.35,Retained,102.79071428571429,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,780.1,Retained,19.5025,No Streaming,2-4 Years,Low Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,107.6,Retained,17.933333333333334,No Streaming,0-1 Year,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,39,Yes,No,Fiber optic,Secure,No Backup,Protected,No Support,Two year,Yes,Electronic check,100.45,3801.7,Retained,97.47948717948718,TV + Movies,2-4 Years,Low Risk,Manual,High Speed,Yes,Medium
Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,74.95,308.7,Churned,77.175,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,15,No,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,29.7,438.25,Churned,29.216666666666665,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,1,No,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,50.35,50.35,Churned,50.35,TV + Movies,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,Yes,No,No,45,Yes,No,Fiber optic,Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1,Retained,83.95777777777778,No Streaming,2-4 Years,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,No,64,No,No,DSL,Secure,No Backup,Protected,Support Available,Two year,No,Electronic check,47.85,3147.5,Churned,49.1796875,Movies Only,4+ Years,Low Risk,Manual,Medium Speed,No,Low
Female,Yes,Yes,No,57,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,No,Credit card (automatic),94.0,5438.95,Retained,95.42017543859649,Movies Only,4+ Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,72,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Bank transfer (automatic),69.85,5102.35,Retained,70.86597222222223,No Streaming,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Male,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,70.3,70.3,Churned,70.3,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,Retained,26.00277777777778,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,3,Yes,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,Two year,No,Mailed check,71.1,213.35,Retained,71.11666666666666,Movies Only,0-1 Year,Low Risk,Manual,Medium Speed,Yes,Low
Male,Yes,No,No,55,Yes,Yes,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,98.8,5617.75,Churned,102.14090909090909,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,59,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,Support Available,Month-to-month,No,Electronic check,93.35,5386.5,Retained,91.29661016949153,TV Only,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,18,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Bank transfer (automatic),99.85,1776.95,Churned,98.71944444444445,TV + Movies,1-2 Years,High Risk,Auto,High Speed,Yes,Medium
Male,Yes,Yes,No,32,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,Churned,77.5953125,Movies Only,2-4 Years,High Risk,Auto,High Speed,Yes,Low
Female,No,No,No,4,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),50.55,235.65,Retained,58.9125,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Female,Yes,No,No,66,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),80.45,5224.35,Churned,79.15681818181818,No Streaming,4+ Years,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,27,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,81.3,2272.8,Retained,84.17777777777779,No Streaming,2-4 Years,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.7,83.75,Retained,20.9375,No Streaming,0-1 Year,High Risk,Auto,No Internet,No,Low
Male,No,Yes,Yes,60,Yes,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Credit card (automatic),79.05,4663.4,Retained,77.72333333333333,TV + Movies,4+ Years,High Risk,Auto,Medium Speed,Yes,Medium
Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,201.7,Retained,25.2125,No Streaming,0-1 Year,Low Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,125.0,Retained,15.625,No Streaming,0-1 Year,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,684.4,Retained,19.554285714285715,No Streaming,2-4 Years,Low Risk,Manual,No Internet,No,Low
Male,No,No,No,7,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,86.8,620.35,Churned,88.62142857142858,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,1146.05,Retained,21.623584905660376,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
Female,Yes,No,No,18,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,Retained,100.35277777777777,TV + Movies,1-2 Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,15,No,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Two year,Yes,Mailed check,38.8,603.0,Retained,40.2,Movies Only,1-2 Years,Low Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,67,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,One year,Yes,Bank transfer (automatic),88.4,5798.3,Retained,86.54179104477612,TV Only,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,Yes,Yes,No,6,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,84.2,519.15,Churned,86.52499999999999,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,Yes,No,No,6,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,79.7,497.6,Retained,82.93333333333334,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,13,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Mailed check,99.0,1301.7,Churned,100.13076923076923,TV + Movies,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,11,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,100.75,1129.75,Churned,102.70454545454545,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Retained,19.3,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,No,No,5,Yes,No,DSL,Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Mailed check,55.75,266.95,Retained,53.39,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.95,257.0,Retained,19.76923076923077,No Streaming,1-2 Years,Medium Risk,Manual,No Internet,No,Low
Female,No,Yes,No,9,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,No Support,Month-to-month,No,Bank transfer (automatic),91.75,865.8,Churned,96.19999999999999,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,29,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,No,Mailed check,89.65,2623.65,Retained,90.47068965517242,TV Only,2-4 Years,High Risk,Manual,High Speed,Yes,Low
Male,Yes,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,45.85,45.85,Retained,45.85,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,1,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Mailed check,79.55,79.55,Churned,79.55,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,18,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,55.95,1082.8,Retained,60.15555555555555,TV Only,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,2,Yes,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,No,Credit card (automatic),69.0,147.8,Retained,73.9,TV + Movies,0-1 Year,High Risk,Auto,Medium Speed,No,Medium
Male,No,Yes,Yes,30,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Bank transfer (automatic),83.55,2570.2,Retained,85.67333333333333,No Streaming,2-4 Years,High Risk,Auto,High Speed,Yes,Low
Male,No,No,Yes,66,Yes,Yes,DSL,Secure,Backup Enabled,Not Protected,Support Available,Two year,No,Bank transfer (automatic),65.7,4378.9,Retained,66.3469696969697,No Streaming,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,Support Available,Two year,Yes,Bank transfer (automatic),94.9,3616.25,Retained,95.16447368421052,TV Only,2-4 Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,44,Yes,No,DSL,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Mailed check,61.9,2924.05,Retained,66.45568181818182,No Streaming,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,54,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,No,Electronic check,111.1,6014.85,Churned,111.38611111111112,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,32.7,Retained,16.35,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,No,No,42,Yes,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Mailed check,67.7,2882.25,Retained,68.625,Movies Only,2-4 Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1509.9,Retained,26.032758620689656,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,Yes,Yes,58,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,92.85,5305.05,Retained,91.46637931034483,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,25,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,89.1,2368.4,Churned,94.736,Movies Only,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,71,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Two year,No,Mailed check,111.3,7985.9,Retained,112.47746478873239,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,37,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,Churned,95.82027027027027,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,91.65,1301.0,Churned,92.92857142857143,TV Only,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Female,Yes,No,No,4,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,88.85,372.45,Churned,93.1125,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,48,Yes,Yes,DSL,Secure,No Backup,Not Protected,Support Available,One year,Yes,Bank transfer (automatic),60.6,2985.25,Retained,62.192708333333336,No Streaming,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Female,Yes,No,No,3,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,25.3,77.75,Churned,25.916666666666668,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,8,Yes,No,DSL,Secure,No Backup,Not Protected,Support Available,Two year,No,Mailed check,65.5,564.35,Retained,70.54375,Movies Only,0-1 Year,Low Risk,Manual,Medium Speed,No,Low
Male,No,No,No,1,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,95.45,95.45,Churned,95.45,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1311.75,Retained,19.578358208955223,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,13,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,91.1,1135.7,Churned,87.36153846153846,TV + Movies,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,45,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Credit card (automatic),54.15,2319.8,Churned,51.55111111111111,No Streaming,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Male,No,No,No,49,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),74.6,3720.35,Retained,75.92551020408163,No Streaming,4+ Years,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,No,52,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,No,Bank transfer (automatic),94.6,5025.8,Retained,96.65,TV Only,4+ Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,No,63,Yes,No,Fiber optic,Secure,No Backup,Protected,No Support,One year,Yes,Credit card (automatic),81.15,5224.5,Retained,82.92857142857143,No Streaming,4+ Years,Medium Risk,Auto,High Speed,Yes,Low
Female,No,Yes,Yes,68,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),89.05,6185.8,Retained,90.96764705882353,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,No,Yes,No,31,Yes,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Mailed check,49.2,1498.55,Retained,48.34032258064516,No Streaming,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1208.6,Retained,18.884375,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,No,62,Yes,No,Fiber optic,Secure,No Backup,Protected,Support Available,One year,Yes,Electronic check,104.3,6613.65,Retained,106.67177419354839,TV + Movies,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),69.7,69.7,Churned,69.7,No Streaming,0-1 Year,High Risk,Auto,High Speed,No,Low
Female,No,No,No,6,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,89.5,573.3,Churned,95.55,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,21,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,86.05,1818.9,Retained,86.61428571428571,TV Only,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.2,1787.35,Retained,24.824305555555554,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,Yes,32,No,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,35.15,1051.05,Retained,32.8453125,No Streaming,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Female,Yes,No,No,71,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Credit card (automatic),99.65,7181.25,Retained,101.1443661971831,TV Only,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,Yes,34,Yes,No,Fiber optic,Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),105.35,3688.6,Retained,108.48823529411764,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,No,3,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,35.15,99.75,Churned,33.25,Movies Only,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,Yes,12,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),73.75,871.4,Churned,72.61666666666666,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Female,Yes,No,No,8,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,No,Electronic check,101.35,780.5,Churned,97.5625,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,821.6,Retained,23.474285714285713,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,Yes,3,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,80.7,239.45,Retained,79.81666666666666,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,3,Yes,No,Fiber optic,Not Secure,No Backup,Protected,Support Available,Month-to-month,Yes,Mailed check,89.85,244.45,Retained,81.48333333333333,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,53,Yes,No,DSL,Not Secure,No Backup,Protected,No Support,One year,Yes,Electronic check,61.1,3357.9,Retained,63.35660377358491,Movies Only,4+ Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,4,No,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,29.05,129.6,Retained,32.4,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,48,Yes,No,Fiber optic,Secure,No Backup,Protected,No Support,One year,Yes,Bank transfer (automatic),99.7,4977.2,Retained,103.69166666666666,TV + Movies,2-4 Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,6,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Credit card (automatic),55.9,365.35,Churned,60.89166666666667,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,105.9,334.65,Churned,111.55,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,54,No,No,DSL,Not Secure,No Backup,Protected,Support Available,Two year,No,Credit card (automatic),46.0,2424.05,Retained,44.88981481481482,Movies Only,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Female,No,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,43.95,43.95,Churned,43.95,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,62,Yes,No,DSL,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Bank transfer (automatic),80.4,4981.15,Retained,80.34112903225805,TV + Movies,4+ Years,High Risk,Auto,Medium Speed,Yes,Medium
Male,No,Yes,Yes,22,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Mailed check,100.05,2090.25,Retained,95.01136363636364,TV + Movies,1-2 Years,Medium Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,Churned,45.1,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,Yes,No,No,51,Yes,No,Fiber optic,Not Secure,No Backup,Protected,No Support,One year,Yes,Bank transfer (automatic),94.0,4905.75,Retained,96.19117647058823,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,30,Yes,Yes,DSL,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Credit card (automatic),68.95,2038.7,Retained,67.95666666666666,TV Only,2-4 Years,Medium Risk,Auto,Medium Speed,No,Medium
Female,Yes,Yes,No,56,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,One year,Yes,Credit card (automatic),68.45,4014.0,Retained,71.67857142857143,No Streaming,4+ Years,Medium Risk,Auto,Medium Speed,No,Low
Male,No,Yes,No,35,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Electronic check,69.0,2441.7,Retained,69.76285714285714,TV Only,2-4 Years,Medium Risk,Manual,Medium Speed,No,Medium
Female,Yes,No,No,64,No,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Electronic check,43.85,2751.0,Retained,42.984375,TV Only,4+ Years,High Risk,Manual,Medium Speed,No,Low
Male,No,No,Yes,30,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,44.5,1307.8,Retained,43.593333333333334,TV + Movies,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,Retained,15.345999999999998,No Streaming,2-4 Years,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,41,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,Churned,69.95243902439024,No Streaming,2-4 Years,High Risk,Auto,High Speed,No,Low
Male,No,No,Yes,9,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,55.35,449.75,Churned,49.97222222222222,TV Only,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,1,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,53.55,53.55,Retained,53.55,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,Yes,70,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Electronic check,114.6,7882.5,Retained,112.60714285714286,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.1,1087.7,Retained,19.082456140350878,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,9,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,85.5,791.7,Retained,87.96666666666667,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,One year,Yes,Bank transfer (automatic),108.75,7493.05,Retained,108.59492753623189,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,103.0,4414.3,Churned,102.65813953488373,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Two year,Yes,Electronic check,97.85,6841.3,Retained,95.01805555555556,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Male,No,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,819.95,Retained,18.635227272727274,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,Two year,Yes,Bank transfer (automatic),84.05,6052.25,Retained,84.05902777777777,No Streaming,4+ Years,Low Risk,Auto,High Speed,Yes,Low
Female,No,Yes,No,33,Yes,No,Fiber optic,Secure,No Backup,Protected,Support Available,One year,Yes,Electronic check,103.75,3361.05,Churned,101.85000000000001,TV + Movies,2-4 Years,Medium Risk,Manual,High Speed,Yes,Medium
